SID,Age,Sex,Experimenter,Entered by,Language,Exclude,Exclude_reason,Knower_level,Counterbalance,Condition,Task,Trial_number,Task_item,Response,Correct,Counting/Number language,Notes
12620-A,6.428473648,F,OM,OM,English,1,Out of age range,CP,A,SHARING,Give_N,13,NA,,HELP,,
12620-A,6.428473648,F,OM,OM,English,1,Out of age range,CP,A,SHARING,Give_N,14,NA,,HELP,,
12620-A,6.428473648,F,OM,OM,English,1,Out of age range,CP,A,SHARING,Give_N,15,NA,,HELP,,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Set-matching,Training,2,2,1,0,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Set-matching,1,4,4,1,0,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Set-matching,2,3,5,0,0,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Set-matching,3,8,13,0,0,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Set-matching,4,6,13,0,0,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Set-matching,5,10,11,0,0,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Highest count,NA,Raw_string,"1-19, 21-29, back to 20",NA,NA,Highest count is 1-19
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Highest count,NA,Highest_count,29,NA,NA,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Give_N,1,1,1,1,,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Give_N,2,2,2,1,,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Give_N,3,3,7,0,,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Give_N,4,2,2,1,YES,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Give_N,5,3,3,1,YES,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Give_N,6,4,4,1,YES,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Give_N,7,5,8,0,,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Give_N,8,4,4,1,YES,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Give_N,9,5,10,0,,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Give_N,10,4,4,1,YES,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Give_N,11,,,HELP,,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Give_N,12,NA,,HELP,,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Give_N,13,NA,,HELP,,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Give_N,14,NA,,HELP,,
12620-L,4.076659822,F,OM,OM,English,0,,4,B,SHARING,Give_N,15,NA,,HELP,,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,Training,2,2,1,0,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,1,3,3,1,0,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,2,4,4,1,0,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,3,10,9,0,0,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,4,6,5,0,0,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,5,8,8,1,0,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Highest count,NA,Raw_string,19-Jan,NA,NA,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Highest count,NA,Highest_count,19,NA,NA,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Give_N,1,1,1,1,,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Give_N,2,2,2,1,,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Give_N,3,3,3,1,,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Give_N,4,4,4,1,,She put out 5 beuase she was not paying attension then changed it to 4 when promted
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Give_N,5,5,5,1,Yes,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Give_N,6,6,6,1,,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Give_N,7,6,6,1,,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Give_N,8,NA,,HELP,,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Give_N,9,NA,,HELP,,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Give_N,10,NA,,HELP,,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Give_N,11,NA,,HELP,,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Give_N,12,NA,,HELP,,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Give_N,13,NA,,HELP,,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Give_N,14,NA,,HELP,,
2220-A,3.832991102,F,OM,OM,English,0,,CP,A,SHARING,Give_N,15,NA,,HELP,,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Set-matching,Training,2,2,1,0,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Set-matching,1,4,4,1,0,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Set-matching,2,3,3,1,0,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Set-matching,3,8,7,0,0,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Set-matching,4,6,6,1,0,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Set-matching,5,10,11,0,0,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Highest count,NA,Raw_string,11-Jan,NA,NA,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Highest count,NA,Highest_count,11,NA,NA,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Give_N,1,1,1,1,,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Give_N,2,2,2,1,Yes,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Give_N,3,3,3,1,Yes,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Give_N,4,4,4,1,Yes,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Give_N,5,5,5,1,Yes,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Give_N,6,6,6,1,Yes,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Give_N,7,6,6,1,Yes,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Give_N,8,NA,,HELP,,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Give_N,9,NA,,HELP,,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Give_N,10,NA,,HELP,,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Give_N,11,NA,,HELP,,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Give_N,12,NA,,HELP,,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Give_N,13,NA,,HELP,,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Give_N,14,NA,,HELP,,
2220-I,4.928131417,M,OM,OM,English,0,,CP,B,SHARING,Give_N,15,NA,,HELP,,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,Training,2,2,1,0,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,1,3,3,1,0,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,2,4,2,0,0,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,3,10,13,0,0,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,4,6,13,0,0,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,5,8,9,0,0,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Highest count,NA,Raw_string,20-Jan,NA,NA,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Highest count,NA,Highest_count,20,NA,NA,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Give_N,1,1,1,1,,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Give_N,2,2,2,1,,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Give_N,3,3,3,1,,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Give_N,4,4,4,1,,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Give_N,5,5,5,1,yes,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Give_N,6,6,6,1,yes,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Give_N,7,6,6,1,yes,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Give_N,8,NA,,HELP,,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Give_N,9,NA,,HELP,,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Give_N,10,NA,,HELP,,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Give_N,11,NA,,HELP,,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Give_N,12,NA,,HELP,,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Give_N,13,NA,,HELP,,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Give_N,14,NA,,HELP,,
2220-P,3.214236824,F,OM,OM,English,0,,CP,A,SHARING,Give_N,15,NA,,HELP,,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Set-matching,Training,2,2,1,0,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Set-matching,1,3,3,1,0,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Set-matching,2,4,5,0,0,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Set-matching,3,10,13,0,0,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Set-matching,4,6,13,0,0,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Set-matching,5,8,5,0,0,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Highest count,NA,Raw_string,NA,NA,NA,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Highest count,NA,Highest_count,NA,NA,NA,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Give_N,1,NA,NA,NA,,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Give_N,2,NA,NA,NA,,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Give_N,3,NA,NA,NA,,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Give_N,4,NA,NA,NA,,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Give_N,5,NA,NA,NA,,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Give_N,6,NA,NA,NA,,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Give_N,7,NA,NA,NA,,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Give_N,8,NA,NA,NA,,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Give_N,9,NA,NA,NA,,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Give_N,10,NA,NA,NA,,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Give_N,11,NA,NA,NA,,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Give_N,12,NA,NA,NA,,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Give_N,13,NA,,HELP,,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Give_N,14,NA,,HELP,,
2220-H,3.646817248,M,OM,OM,English,1,DNF,NA,A,SHARING,Give_N,15,NA,,HELP,,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Set-matching,Training,2,2,1,0,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Set-matching,1,4,8,0,0,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Set-matching,2,3,11,0,0,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Set-matching,3,8,15,0,0,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Set-matching,4,6,9,0,0,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Set-matching,5,10,15,0,0,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Highest count,NA,Raw_string,"1-12, 14, 16-19, 21, 22",NA,NA,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Highest count,NA,Highest_count,12,NA,NA,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Give_N,1,1,1,1,,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Give_N,2,2,2,1,,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Give_N,3,3,6,0,,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Give_N,4,2,2,1,,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Give_N,5,3,3,1,,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Give_N,6,4,4,1,,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Give_N,7,5,7,0,,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Give_N,8,4,6,0,,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Give_N,9,3,2,0,,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Give_N,10,2,5,0,,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Give_N,11,1,1,1,,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Give_N,12,2,5,0,,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Give_N,13,1,1,1,,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Give_N,14,2,3,0,,
020520-JB,3.61670089,F,EL,EL,English,0,,1,B,SHARING,Give_N,15,1,1,1,,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Set-matching,Training,2,2,1,0,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Set-matching,1,3,3,1,0,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Set-matching,2,4,5,0,0,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Set-matching,3,10,12,0,0,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Set-matching,4,6,13,0,0,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Set-matching,5,8,15,0,0,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Highest count,NA,Raw_string,8-Jan,NA,NA,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Highest count,NA,Highest_count,8,NA,NA,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Give_N,1,1,10,0,,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Give_N,2,1,10,0,,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Give_N,3,1,10,0,,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Give_N,4,NA,,HELP,,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Give_N,5,NA,,HELP,,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Give_N,6,NA,,HELP,,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Give_N,7,NA,,HELP,,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Give_N,8,NA,,HELP,,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Give_N,9,NA,,HELP,,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Give_N,10,NA,,HELP,,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Give_N,11,NA,,HELP,,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Give_N,12,NA,,HELP,,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Give_N,13,NA,,HELP,,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Give_N,14,NA,,HELP,,
020520-AM,3.712525667,F,EL,EL,English,0,,0,A,SHARING,Give_N,15,NA,,HELP,,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Set-matching,Training,2,2,1,0,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Set-matching,1,4,4,1,0,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Set-matching,2,3,3,1,0,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Set-matching,3,8,5,0,0,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Set-matching,4,6,6,1,0,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Set-matching,5,10,6,0,0,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Highest count,NA,Raw_string,"1-25, 16, 9, 17, 18",NA,NA,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Highest count,NA,Highest_count,25,NA,NA,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Give_N,1,1,2,0,,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Give_N,2,2,2,1,,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Give_N,3,3,3,1,,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Give_N,4,4,4,1,,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Give_N,5,5,4,0,,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Give_N,6,4,7,0,,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Give_N,7,3,3,1,,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Give_N,8,4,4,1,,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Give_N,9,5,6,0,,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Give_N,10,4,5,0,,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Give_N,11,3,3,1,,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Give_N,12,4,5,0,,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Give_N,13,3,3,1,,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Give_N,14,4,6,0,,
020520-EM,3.704312115,M,EL,EL,English,0,,0,B,SHARING,Give_N,15,3,3,1,,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Set-matching,Training,2,2,1,0,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Set-matching,1,3,3,1,0,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Set-matching,2,4,4,1,0,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Set-matching,3,10,10,1,0,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Set-matching,4,6,7,0,0,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Set-matching,5,8,8,1,0,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Highest count,NA,Raw_string,"1-10, 1-5, 1-4",NA,NA,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Highest count,NA,Highest_count,10,NA,NA,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Give_N,1,1,1,1,,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Give_N,2,2,2,1,,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Give_N,3,3,3,1,,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Give_N,4,4,5,0,,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Give_N,5,3,3,1,,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Give_N,6,4,5,0,,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Give_N,7,3,3,1,,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Give_N,8,4,5,0,,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Give_N,9,3,3,1,,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Give_N,10,4,5,0,,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Give_N,11,3,3,1,,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Give_N,12,4,6,0,,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Give_N,13,3,3,1,,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Give_N,14,4,7,0,,
020520-DE,3.808350445,M,EL,EL,English,0,,3,A,SHARING,Give_N,15,3,3,1,,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Set-matching,Training,2,2,1,0,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Set-matching,1,4,5,0,0,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Set-matching,2,3,3,1,0,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Set-matching,3,8,4,0,0,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Set-matching,4,6,5,0,0,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Set-matching,5,10,9,0,0,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Highest count,NA,Raw_string,"1-5, 7-10",NA,NA,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Highest count,NA,Highest_count,10,NA,NA,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Give_N,1,1,1,1,,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Give_N,2,2,3,0,,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Give_N,3,1,1,1,,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Give_N,4,2,3,0,,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Give_N,5,1,1,1,,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Give_N,6,2,2,1,,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Give_N,7,3,4,0,,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Give_N,8,2,5,0,,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Give_N,9,1,1,1,,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Give_N,10,2,2,1,,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Give_N,11,3,10,0,,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Give_N,12,2,2,1,,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Give_N,13,3,10,0,,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Give_N,14,2,2,1,,
020520-EMH,4.030116359,F,EL,EL,English,0,,1,B,SHARING,Give_N,15,3,9,0,,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Set-matching,Training,2,2,1,0,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Set-matching,1,4,6,0,0,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Set-matching,2,3,3,1,0,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Set-matching,3,8,13,0,0,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Set-matching,4,6,8,0,0,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Set-matching,5,10,13,0,0,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Highest count,NA,Raw_string,"1-4, 6",NA,NA,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Highest count,NA,Highest_count,6,NA,NA,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Give_N,1,1,10,0,,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Give_N,2,1,1,1,,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Give_N,3,2,2,1,,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Give_N,4,3,3,1,,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Give_N,5,4,2,0,,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Give_N,6,3,3,1,,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Give_N,7,4,10,0,,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Give_N,8,3,10,0,,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Give_N,9,2,2,1,,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Give_N,10,3,3,1,,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Give_N,11,4,4,1,,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Give_N,12,NA,,HELP,,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Give_N,13,NA,,HELP,,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Give_N,14,NA,,HELP,,
020520-JB2,3.195071869,M,EL,EL,English,0,,3,B,SHARING,Give_N,15,NA,,HELP,,
020520-DL,3.956194387,M,EL,EL,English,0,,1,A,SHARING,Set-matching,Training,2,2,1,0,
020520-DL,3.956194387,M,EL,EL,English,0,,1,A,SHARING,Set-matching,1,3,8,0,0,
020520-DL,3.956194387,M,EL,EL,English,0,,1,A,SHARING,Set-matching,2,4,8,0,0,
020520-DL,3.956194387,M,EL,EL,English,0,,1,A,SHARING,Set-matching,3,10,8,0,0,
020520-DL,3.956194387,M,EL,EL,English,0,,1,A,SHARING,Set-matching,4,6,8,0,0,
020520-DL,3.956194387,M,EL,EL,English,0,,1,A,SHARING,Set-matching,5,8,15,0,0,
020520-DL,3.956194387,M,EL,EL,English,0,,1,A,SHARING,Highest count,NA,Raw_string,"1-13, 18, 19, 13, 2",NA,NA,
020520-DL,3.956194387,M,EL,EL,English,0,,1,A,SHARING,Highest count,NA,Highest_count,13,NA,NA,
020520-DL,3.956194387,M,EL,EL,English,0,,1,A,SHARING,Give_N,1,1,6,0,,
020520-DL,3.956194387,M,EL,EL,English,0,,1,A,SHARING,Give_N,2,1,1,1,,
020520-DL,3.956194387,M,EL,EL,English,0,,1,A,SHARING,Give_N,3,2,2,1,,
020520-DL,3.956194387,M,EL,EL,English,0,,1,A,SHARING,Give_N,4,3,10,0,,
