SID,Age,Sex,Experimenter,Entered by,Language,Exclude,Exclude_reason,Knower_level,Counterbalance,Condition,Task,Trial_number,Task_item,Response,Correct,Counting/Number language,Notes,Exclude Trial,Exclude Trial Reason
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Give_N,2,2,2,1,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Give_N,3,3,3,1,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Give_N,4,4,4,1,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Give_N,5,5,7,0,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Give_N,6,4,4,1,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Give_N,7,5,7,0,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Give_N,8,4,4,1,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Give_N,9,NA,,HELP,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Give_N,10,NA,,HELP,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Give_N,11,NA,,HELP,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Give_N,12,NA,,HELP,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Give_N,13,NA,,HELP,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Give_N,14,NA,,HELP,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Give_N,15,NA,,HELP,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,Training,1,1,1,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,Training,2,2,1,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,1,3,3,1,1,"""three""",,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,2,4,4,1,1,counting,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,3,10,8,0,1,addition,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,4,8,6,0,1,addition,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,5,6,7,0,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,NA,Neutral-Final Question,8,0,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Highest count,NA,Raw_string,"1-13, 14-20, 21-30, 31-40, 41-49, 50",NA,NA,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Highest count,NA,Highest_count,50,HELP,NA,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,7 - Score,1,NA,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,7 - Num_counted_to,8,0,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,7 - Answer_how_many,8,0,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,7 - Num_objects_correctly_counted,7,NA,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,9 - Score,3,NA,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,9 - Num_counted_to,9,0,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,9 - Answer_how_many,9,0,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,9 - Num_objects_correctly_counted,9,,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,1,1,1,1,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,2,2,2,1,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,3,3,3,1,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,4,4,4,1,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,5,5,5,1,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,6,6,6,1,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,7,6,6,1,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,8,NA,,HELP,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,9,NA,,HELP,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,10,NA,,HELP,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,11,NA,,HELP,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,12,NA,,HELP,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,13,NA,,HELP,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,14,NA,,HELP,,,,
12219-N,5.221081451,M,RMS,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,15,NA,,HELP,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Set-matching,Training,1,1,1,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Set-matching,Training,2,2,1,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Set-matching,1,3,4,0,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Set-matching,2,4,4,1,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Set-matching,3,10,9,0,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Set-matching,5,8,8,1,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Highest count,NA,Raw_string,"1-18, 21-29, back to 21",NA,NA,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Highest count,NA,Highest_count,29,HELP,NA,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Give_N,1,1,1,1,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Give_N,2,2,2,1,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Give_N,3,3,3,1,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Give_N,4,4,4,1,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Give_N,5,5,5,1,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Give_N,6,6,6,1,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Give_N,7,6,6,1,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Give_N,8,NA,,HELP,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Give_N,9,NA,,HELP,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Give_N,10,NA,,HELP,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Give_N,11,NA,,HELP,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Give_N,12,NA,,HELP,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Give_N,13,NA,,HELP,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Give_N,14,NA,,HELP,,,,
22320-I,4.728268309,F,OM,OM,English,0,,CP,A,EXPLICIT,Give_N,15,NA,,HELP,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Set-matching,Training,1,1,1,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Set-matching,Training,2,2,1,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Set-matching,1,4,4,1,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Set-matching,2,3,3,1,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Set-matching,3,8,7,0,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Set-matching,5,10,10,1,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Highest count,NA,Raw_string,20-Jan,NA,NA,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Highest count,NA,Highest_count,20,HELP,NA,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Give_N,1,1,1,1,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Give_N,2,2,2,1,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Give_N,3,3,3,1,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Give_N,4,4,4,1,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Give_N,5,5,5,1,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Give_N,6,6,6,1,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Give_N,7,6,6,1,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Give_N,8,NA,,HELP,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Give_N,9,NA,,HELP,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Give_N,10,NA,,HELP,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Give_N,11,NA,,HELP,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Give_N,12,NA,,HELP,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Give_N,13,NA,,HELP,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Give_N,14,NA,,HELP,,,,
22320-S,1.683778234,F,OM,OM,English,1,Incorrect birthdate,CP,B,EXPLICIT,Give_N,15,NA,,HELP,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Set-matching,Training,1,1,1,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Set-matching,Training,2,2,1,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Set-matching,1,4,4,1,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Set-matching,2,3,3,1,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Set-matching,3,8,8,1,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Set-matching,5,10,10,1,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Highest count,NA,Raw_string,Jan-50,NA,NA,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Highest count,NA,Highest_count,50,HELP,NA,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Give_N,1,1,1,1,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Give_N,2,2,2,1,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Give_N,3,3,3,1,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Give_N,4,4,4,1,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Give_N,5,5,5,1,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Give_N,6,6,6,1,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Give_N,7,6,6,1,counted,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Give_N,8,NA,,HELP,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Give_N,9,NA,,HELP,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Give_N,10,NA,,HELP,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Give_N,11,NA,,HELP,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Give_N,12,NA,,HELP,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Give_N,13,NA,,HELP,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Give_N,14,NA,,HELP,,,,
22320-E2,5.927446954,F,OM,OM,English,1,Out of age range,CP,B,EXPLICIT,Give_N,15,NA,,HELP,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Set-matching,Training,1,1,1,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Set-matching,Training,2,2,1,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Set-matching,1,3,3,1,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Set-matching,2,4,4,1,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Set-matching,3,10,9,0,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Set-matching,5,8,8,1,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Highest count,NA,Raw_string,did not want to count,NA,NA,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Highest count,NA,Highest_count,NA,HELP,NA,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Give_N,1,1,1,1,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Give_N,2,2,2,1,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Give_N,3,3,3,1,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Give_N,4,4,4,1,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Give_N,5,5,5,1,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Give_N,6,NA,,HELP,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Give_N,7,NA,,HELP,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Give_N,8,NA,,HELP,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Give_N,9,NA,,HELP,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Give_N,10,NA,,HELP,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Give_N,11,NA,,HELP,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Give_N,12,NA,,HELP,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Give_N,13,NA,,HELP,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Give_N,14,NA,,HELP,,,,
22320-M,5.092402464,M,OM,OM,English,1,DNF,NA,A,EXPLICIT,Give_N,15,NA,,HELP,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Set-matching,Training,1,1,1,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Set-matching,Training,2,2,1,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Set-matching,1,4,4,1,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Set-matching,2,3,4,0,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Set-matching,3,8,13,0,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Set-matching,5,10,14,0,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Highest count,NA,Raw_string,"1-12, 34",NA,NA,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Highest count,NA,Highest_count,12,HELP,NA,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Give_N,1,1,1,1,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Give_N,2,2,2,1,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Give_N,3,3,3,1,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Give_N,4,4,3,0,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Give_N,5,3,4,0,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Give_N,6,2,2,1,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Give_N,7,3,3,1,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Give_N,8,3,4,0,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Give_N,9,2,2,1,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Give_N,10,2,2,1,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Give_N,11,NA,,HELP,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Give_N,12,NA,,HELP,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Give_N,13,NA,,HELP,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Give_N,14,NA,,HELP,,,,
22320-A2,3.26899384,F,OM,OM,English,0,,2,B,EXPLICIT,Give_N,15,NA,,HELP,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Set-matching,Training,1,1,1,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Set-matching,Training,2,2,1,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Set-matching,1,3,3,1,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Set-matching,2,4,4,1,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Set-matching,3,10,9,0,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Set-matching,5,8,8,1,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Highest count,NA,Raw_string,15-Jan,NA,NA,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Highest count,NA,Highest_count,15,HELP,NA,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,1,1,1,1,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,2,2,2,1,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,3,3,3,1,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,4,4,4,1,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,5,5,5,1,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,6,6,6,1,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,7,6,6,1,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,8,NA,,HELP,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,9,NA,,HELP,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,10,NA,,HELP,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,11,NA,,HELP,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,12,NA,,HELP,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,13,NA,,HELP,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,14,NA,,HELP,,,,
22320-E,5.404517454,M,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,15,NA,,HELP,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Set-matching,Training,1,1,1,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Set-matching,Training,2,2,1,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Set-matching,1,3,3,1,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Set-matching,2,4,4,1,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Set-matching,3,10,11,0,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Set-matching,5,8,8,1,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Highest count,NA,Raw_string,"1-29, 100",NA,NA,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Highest count,NA,Highest_count,29,HELP,NA,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,1,1,1,1,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,2,2,2,1,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,3,3,3,1,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,4,4,4,1,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,5,5,5,1,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,6,6,6,1,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,7,6,6,1,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,8,NA,,HELP,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,9,NA,,HELP,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,10,NA,,HELP,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,11,NA,,HELP,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,12,NA,,HELP,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,13,NA,,HELP,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,14,NA,,HELP,,,,
22320-C,5.574264203,F,OM,OM,English,1,Out of age range,CP,A,EXPLICIT,Give_N,15,NA,,HELP,,,,
22320-S,3.039014374,F,OM,OM,English,0,,4,B,EXPLICIT,Set-matching,Training,1,1,1,,,,
22320-S,3.039014374,F,OM,OM,English,0,,4,B,EXPLICIT,Set-matching,Training,2,2,1,,,,
22320-S,3.039014374,F,OM,OM,English,0,,4,B,EXPLICIT,Set-matching,1,4,4,1,,,,
22320-S,3.039014374,F,OM,OM,English,0,,4,B,EXPLICIT,Set-matching,2,3,3,1,,,,
22320-S,3.039014374,F,OM,OM,English,0,,4,B,EXPLICIT,Set-matching,3,8,8,1,,,,
22320-S,3.039014374,F,OM,OM,English,0,,4,B,EXPLICIT,Set-matching,5,10,11,0,,,,
22320-S,3.039014374,F,OM,OM,English,0,,4,B,EXPLICIT,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
22320-S,3.039014374,F,OM,OM,English,0,,4,B,EXPLICIT,Highest count,NA,Raw_string,"1-5, very shy",NA,NA,,,
22320-S,3.039014374,F,OM,OM,English,0,,4,B,EXPLICIT,Highest count,NA,Highest_count,5,HELP,NA,,,
22320-S,3.039014374,F,OM,OM,English,0,,4,B,EXPLICIT,Give_N,1,1,1,1,,,,
22320-S,3.039014374,F,OM,OM,English,0,,4,B,EXPLICIT,Give_N,2,2,2,1,,,,
22320-S,3.039014374,F,OM,OM,English,0,,4,B,EXPLICIT,Give_N,3,3,3,1,,,,
22320-S,3.039014374,F,OM,OM,English,0,,4,B,EXPLICIT,Give_N,4,4,4,1,,,,
